stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
CJ087,0938,"ALBERT / PERKINS",,  45.413456, -75.710999,,,,,,
CJ090,2957,"ALBERT / ROCHESTER",,  45.412281, -75.713837,,,,,,
CJ100,8005,"PRESTON / ALBERT",,  45.411240, -75.715782,,,,,,
CJ110,2371,"PRESTON / ALBERT",,  45.411034, -75.716003,,,,,,
CJ120,6648,"PRESTON / ELM",,  45.409977, -75.715012,,,,,,
CJ130,6650,"PRESTON / ELM",,  45.409924, -75.715286,,,,,,
CJ140,6651,"PRESTON / SOMERSET O-W",,  45.408440, -75.714401,,,,,,
CJ150,6649,"PRESTON / SOMERSET O-W",,  45.408268, -75.714073,,,,,,
CJ160,2360,"PRESTON / OAK",,  45.407040, -75.713577,,,,,,
CJ165,8004,"PRESTON / ANDERSON",,  45.407490, -75.713608,,,,,,
CJ180,6652,"PRESTON / GLADSTONE",,  45.404408, -75.711716,,,,,,
CJ190,2358,"PRESTON / GLADSTONE",,  45.404385, -75.711967,,,,,,
CJ210,6653,"PRESTON / YOUNG",,  45.402657, -75.710922,,,,,,
CJ220,8003,"PRESTON / YOUNG",,  45.402718, -75.710625,,,,,,
CJ230,6654,"PRESTON / BEECH",,  45.400654, -75.709694,,,,,,
CJ240,6656,"PRESTON / BEECH",,  45.400940, -75.709618,,,,,,
CJ250,8002,"PRESTON / NORMAN",,  45.399845, -75.708893,,,,,,
CJ260,6655,"PRESTON / ADELINE",,  45.398544, -75.708344,,,,,,
CJ270,2397,"PRESTON / SIDNEY",,  45.397804, -75.707924,,,,,,
CJ280,6657,"PRESTON / CARLING",,  45.398163, -75.707863,,,,,,
CJ290,8013,"CARLING / NORFOLK",,  45.398121, -75.706802,,,,,,
CJ300,8011,"CARLING / BOOTH",,  45.398991, -75.704765,,,,,,
CJ310,8012,"CARLING / BOOTH",,  45.398842, -75.704445,,,,,,
CJ320,8997,"CARLING / CAMBRIDGE",,  45.400852, -75.700737,,,,,,
CJ330,6658,"CARLING / CAMBRIDGE",,  45.400578, -75.700516,,,,,,
CJ361,1000,"BOOTH / DANIEL MCCANN",,  45.402084, -75.706215,,,,,,
CJ363,9070,"BOOTH / ORANGEVILLE",,  45.403107, -75.706802,,,,,,
CJ405,1354,"RAYMOND / LEBRETON",,  45.404442, -75.705826,,,,,,
CJ410,6873,"RAYMOND / BRONSON",,  45.405247, -75.702888,,,,,,
CJ420,2373,"GLADSTONE / ARTHUR",,  45.407280, -75.705185,,,,,,
CJ425,6663,"GLADSTONE / BRONSON",,  45.407738, -75.703835,,,,,,
CJ430,2556,"GLADSTONE / BELL",,  45.406792, -75.706161,,,,,,
CJ440,6664,"GLADSTONE / BOOTH",,  45.405968, -75.708252,,,,,,
CJ450,6662,"GLADSTONE / BOOTH",,  45.405655, -75.708466,,,,,,
CJ460,2424,"GLADSTONE / ROCHESTER",,  45.405392, -75.709602,,,,,,
CJ470,2372,"GLADSTONE / ROCHESTER",,  45.405151, -75.709915,,,,,,
CJ480,8949,"GLADSTONE / PRESTON",,  45.404778, -75.711769,,,,,,
CJ490,6665,"GLADSTONE / PRESTON",,  45.404739, -75.711327,,,,,,
CJ500,2368,"SOMERSET W - O / ROCHESTER",,  45.409039, -75.712425,,,,,,
CJ510,6666,"SOMERSET W-O / BOOTH",,  45.409737, -75.710434,,,,,,
CJ520,2362,"SOMERSET W -O / BOOTH",,  45.409344, -75.710663,,,,,,
CJ530,2367,"SOMERSET W-O  / EMPRESS",,  45.410500, -75.708588,,,,,,
CJ540,6668,"SOMERSET W-O / LEBRETON",,  45.410175, -75.708794,,,,,,
CJ900,3010,"LEBRETON  1A",,  45.414146, -75.713150,,,,,,
CJ910,3010,"LEBRETON 1B",,  45.413757, -75.714172,,,,,,
CJ911,3010,"LEBRETON 1B OFF ONLY",,  45.413944, -75.713623,,,,,,
CJ920,3010,"LEBRETON / BOOTH",,  45.413734, -75.713539,,,,,,
CJ930,3010,"LEBRETON  2A",,  45.414249, -75.712288,,,,,,
CJ940,3010,"LEBRETON 3A",,  45.413769, -75.713066,,,,,,
CK105,1940,"LAURIER / ÉLISABETH-BRUYÈRE",,  45.430977, -75.709785,,,,,,
CK110,6533,"ALLUMETTIÈRES / LAURIER",,  45.432320, -75.710159,,,,,,
CK115,1304,"ALLUMETTIÈRES / CHAMPLAIN",,  45.432247, -75.712410,,,,,,
CK125,1065,"MAISONNEUVE / ALLUMETTIÈRES",,  45.432941, -75.712502,,,,,,
CK130,6532,"MAISONNEUVE / ALLUMETTIÈRES",,  45.431854, -75.713081,,,,,,
CK140,1941,"MAISONNEUVE / PAPINEAU",,  45.429787, -75.713043,,,,,,
CK150,6531,"MAISONNEUVE / PAPINEAU",,  45.429787, -75.713455,,,,,,
CK155,3584,"MAISONNEUVE / DEVERDUN",,  45.434711, -75.712189,,,,,,
CK160,5742,"MAISONNEUVE / PLACE D'ACCEUIL",,  45.427227, -75.713860,,,,,,
CK170,1950,"MAISONNEUVE / COURCELETTE",,  45.427216, -75.713478,,,,,,
CK175,3585,"SACRE COEUR / CHAMPLAIN",,  45.437218, -75.711418,,,,,,
CK180,3586,"SACRE COEUR / LAURIER",,  45.437153, -75.709007,,,,,,
CK183,3587,"LAURIER / DE VERDUN",,  45.434734, -75.709244,,,,,,
CK190,3588,"LAURIER / ST ETIENNE",,  45.433216, -75.709549,,,,,,
CK195,6534,"LAURIER / MAISONNEUVE",,  45.424805, -75.715019,,,,,,
CK200,3589,"PAPINEAU / LAURIER",,  45.429642, -75.710464,,,,,,
CK210,5718,"PROMENADE / TERRASSES DE LA CHAUDIÈRE",,  45.424995, -75.721573,,,,,,
CK220,6131,"EDDY / LAURIER",,  45.423218, -75.719757,,,,,,
CK230,6530,"EDDY / LAURIER",,  45.423595, -75.719574,,,,,,
CK261,5722,"BOOTH / VIMY PLACE",,  45.417355, -75.715172,,,,,,
CK266,0433,"BOOTH / VIMY PLACE",,  45.417412, -75.715378,,,,,,
CK270,0756,"BOOTH / WELLINGTON",,  45.416027, -75.714363,,,,,,
CK275,0757,"BOOTH / FLEET",,  45.415325, -75.714218,,,,,,
EA010,8722,"BIRCH / HEMLOCK",,  45.449272, -75.662926,,,,,,
EA020,8735,"BIRCH / HEMLOCK",,  45.449287, -75.662697,,,,,,
EA030,4373,"BIRCH / EASTBOURNE",,  45.450577, -75.663101,,,,,,
EA040,4375,"BIRCH / EASTBOURNE",,  45.450684, -75.662880,,,,,,
EA050,4374,"BIRCH / FARNHAM",,  45.453785, -75.662582,,,,,,
EA060,4376,"BIRCH / FARNHAM",,  45.453335, -75.662598,,,,,,
EA080,4377,"BIRCH / SANDRIDGE",,  45.455650, -75.661438,,,,,,
EA090,8931,"SANDRIDGE / BIRCH",,  45.455879, -75.660950,,,,,,
EA100,4378,"SANDRIDGE / MERRIMAN",,  45.455860, -75.659317,,,,,,
EA110,4379,"SANDRIDGE / KILBARRY",,  45.456188, -75.656624,,,,,,
EA120,8736,"SANDRIDGE / KILBARRY",,  45.455997, -75.657188,,,,,,
EA140,8737,"ST LAURENT / SANDRIDGE",,  45.455864, -75.655388,,,,,,
EA160,4380,"ST LAURENT / ARUNDEL",,  45.455017, -75.654869,,,,,,
EA170,4384,"ST LAURENT / GASPE",,  45.455105, -75.654709,,,,,,
EA180,4381,"ST LAURENT / JEFFREY",,  45.454060, -75.654343,,,,,,
EA190,4385,"ST LAURENT / JEFFREY",,  45.454147, -75.654160,,,,,,
EA200,4386,"ST LAURENT / BLASDELL",,  45.453289, -75.653648,,,,,,
EA210,4382,"ST LAURENT / EASTBOURNE",,  45.452721, -75.653580,,,,,,
EA220,4387,"ST LAURENT / MART",,  45.452347, -75.653114,,,,,,
EA230,4383,"ST LAURENT / GLASGOW",,  45.451157, -75.652618,,,,,,
EA240,4388,"ST LAURENT / CLAREMOUNT",,  45.451057, -75.652405,,,,,,
EA250,8724,"ST LAURENT / HEMLOCK",,  45.450047, -75.652000,,,,,,
EA260,1580,"ST LAURENT / HEMLOCK",,  45.449699, -75.651573,,,,,,
EA270,8934,"ST LAURENT / MEADOW",,  45.448795, -75.651047,,,,,,
EA280,8725,"ST LAURENT / MEADOW",,  45.448627, -75.651276,,,,,,
EA290,4390,"ST LAURENT / KAREN",,  45.447243, -75.650497,,,,,,
EA300,4389,"ST LAURENT / KAREN",,  45.447441, -75.650276,,,,,,
EA310,8924,"ST LAURENT / DUNBARTON",,  45.445023, -75.649208,,,,,,
EA320,8627,"ST LAURENT / BRITTANY",,  45.445606, -75.649200,,,,,,
EA330,4391,"ST LAURENT / AD. 505",,  45.443676, -75.648476,,,,,,
EA340,4392,"ST LAURENT / AD. 505",,  45.444431, -75.648582,,,,,,
EA350,1576,"ST LAURENT / MONTREAL",,  45.441170, -75.647018,,,,,,
EA360,4393,"ST LAURENT / MONTREAL",,  45.441666, -75.647034,,,,,,
EA370,0344,"BRITTANY / ST LAURENT",,  45.445950, -75.649223,,,,,,
EA380,1519,"BRITTANY / COLEFORD",,  45.445969, -75.648239,,,,,,
EA390,8847,"BRITTANY / BANGS",,  45.446198, -75.646446,,,,,,
EA400,8729,"BRITTANY / BANGS",,  45.446041, -75.646164,,,,,,
EA410,4394,"BRITTANY / TRURO",,  45.445976, -75.644302,,,,,,
EA420,4397,"BRITTANY / QUARRY",,  45.445313, -75.643745,,,,,,
EA430,6126,"BRITTANY / KRISTIN",,  45.444038, -75.642807,,,,,,
EA440,4398,"BRITTANY / KRISTIN",,  45.443695, -75.642853,,,,,,
EA450,4396,"BRITTANY / MONTRÉAL",,  45.443142, -75.642258,,,,,,
EA460,8730,"BRITTANY / MONTRÉAL",,  45.442875, -75.642357,,,,,,
EA700,8835,"MUSÉE D' AVIATION MUSEUM",,  45.458084, -75.645294,,,,,,
EB010,8734,"MONTRÉAL / CUMMINGS",,  45.442810, -75.641373,,,,,,
EB020,1895,"MONTRÉAL / BRITTANY",,  45.442623, -75.642509,,,,,,
EB030,8731,"MONTREAL / HILLSIDE",,  45.442112, -75.643990,,,,,,
EB040,8733,"MONTRÉAL / CENTRE",,  45.442055, -75.643608,,,,,,
EB050,8732,"MONTRÉAL / ST LAURENT",,  45.441383, -75.646240,,,,,,
EB060,1896,"MONTRÉAL / ST LAURENT",,  45.441193, -75.646317,,,,,,
EB070,8940,"ST LAURENT / MONTRÉAL",,  45.440979, -75.646576,,,,,,
EB080,8602,"ST LAURENT / MORIN",,  45.440067, -75.646400,,,,,,
EB090,1528,"ST LAURENT / MALARTIC",,  45.439598, -75.645866,,,,,,
EB100,6690,"ST LAURENT / QUEEN E SCHOOL",,  45.438194, -75.645020,,,,,,
EB120,8610,"ST LAURENT / CLARKE",,  45.436787, -75.644249,,,,,,
EB130,8604,"ST LAURENT / CÔTÉ",,  45.435940, -75.644119,,,,,,
EB140,6692,"ST LAURENT / GUY",,  45.434547, -75.643333,,,,,,
EB150,6691,"ST LAURENT / GUY",,  45.433895, -75.642601,,,,,,
EB160,8941,"ST LAURENT / MCARTHUR",,  45.433102, -75.642563,,,,,,
EB180,5859,"ST LAURENT / MCARTHUR",,  45.432171, -75.641953,,,,,,
EB190,5860,"ST LAURENT / AD. 939",,  45.430866, -75.640976,,,,,,
EB200,6693,"ST LAURENT / AD. 938",,  45.430607, -75.641045,,,,,,
EB210,6694,"ST LAURENT / DONALD",,  45.429459, -75.640152,,,,,,
EB220,8623,"ST LAURENT / DONALD",,  45.428402, -75.639862,,,,,,
EB230,6695,"ST LAURENT / QUEEN MARY",,  45.426949, -75.639015,,,,,,
EB240,8852,"ST LAURENT / AD. 1055",,  45.427578, -75.639030,,,,,,
EB250,6697,"ST LAURENT / CYRVILLE",,  45.425446, -75.637825,,,,,,
EB260,6696,"ST LAURENT / COVENTRY",,  45.425205, -75.638031,,,,,,
EB270,6698,"ST LAURENT / OGILVIE",,  45.423664, -75.636917,,,,,,
EB275,1049,"ST LAURENT / LEMIEUX",,  45.422737, -75.636665,,,,,,
EB360,8417,"OGILVIE / CYRVILLE",,  45.424858, -75.635269,,,,,,
EB370,8527,"OGILVIE / CYRVILLE",,  45.424820, -75.634857,,,,,,
EB380,6699,"OGILVIE / CUMMINGS",,  45.426105, -75.632164,,,,,,
EB385,8424,"OGILVIE / AD. 1195",,  45.427135, -75.629326,,,,,,
EB390,3711,"OGILVIE / CUMMING",,  45.426266, -75.631004,,,,,,
EB395,2500,"OGILVIE / BEAULIEU",,  45.426975, -75.629379,,,,,,
EB400,8618,"DONALD / ST LAURENT",,  45.429119, -75.638290,,,,,,
EB410,8619,"DONALD / ST LAURENT",,  45.428951, -75.638702,,,,,,
EB420,2501,"DONALD / HENDON",,  45.428852, -75.636047,,,,,,
EB430,2503,"DONALD / FINDON",,  45.428688, -75.636063,,,,,,
EB440,2502,"DONALD / CUMMINGS",,  45.428364, -75.633575,,,,,,
EB450,2504,"DONALD / CUMMINGS",,  45.428204, -75.633530,,,,,,
EB460,8620,"CUMMINGS / DONALD",,  45.429562, -75.633430,,,,,,
EB470,8617,"CUMMINGS / DONALD",,  45.429554, -75.633659,,,,,,
EB480,2507,"CUMMINGS / CARON",,  45.431244, -75.634514,,,,,,
EB490,2505,"CUMMINGS / SNOW",,  45.431114, -75.634338,,,,,,
EB500,2508,"CUMMINGS / SHANE",,  45.432419, -75.635185,,,,,,
EB510,2506,"CUMMINGS / SHANE",,  45.432468, -75.634995,,,,,,
EB520,2509,"CUMMINGS / GARDENVALE",,  45.434078, -75.636147,,,,,,
EB530,8613,"CUMMINGS / GARDENVALE",,  45.434547, -75.636139,,,,,,
EB540,5865,"CUMMINGS / BURN",,  45.436096, -75.637177,,,,,,
EB550,2510,"CUMMINGS / BURN",,  45.436245, -75.637047,,,,,,
EB560,2512,"CUMMINGS / QUÉBEC",,  45.437241, -75.637802,,,,,,
EB570,2511,"CUMMINGS / QUÉBEC",,  45.437702, -75.637909,,,,,,
EB580,2513,"CUMMINGS / CLARKE",,  45.439003, -75.638756,,,,,,
EB590,8621,"CUMMINGS / CLARKE",,  45.439465, -75.638893,,,,,,
EB600,2514,"CUMMINGS / WILSON",,  45.440865, -75.639671,,,,,,
EB610,8616,"CUMMINGS / WILSONS",,  45.441101, -75.639900,,,,,,
EB620,2516,"CUMMINGS / MONTRÉAL",,  45.442699, -75.640785,,,,,,
EB630,2515,"CUMMINGS / MONTREAL",,  45.442833, -75.640625,,,,,,
EB901,3025,"ST. LAURENT DROP OFF",,  45.420685, -75.637741,,,,,,
EB905,3025,"ST LAURENT 2A",,  45.420658, -75.638077,,,,,,
EB910,3025,"ST LAURENT 1A",,  45.420574, -75.637360,,,,,,
EB915,3025,"ST LAURENT 1B",,  45.420597, -75.636978,,,,,,
EB945,3025,"ST LAURENT 3A",,  45.420589, -75.637283,,,,,,
EB950,3025,"ST LAURENT 3B",,  45.420582, -75.637352,,,,,,
EB970,3025,"ST LAURENT 4A",,  45.420715, -75.638191,,,,,,
EB975,3025,"ST LAURENT 4B",,  45.420776, -75.637962,,,,,,
EC010,8538,"ST LAURENT / TREMBLAY",,  45.418102, -75.634056,,,,,,
EC040,1091,"ST LAURENT / TREMBLAY",,  45.418171, -75.633774,,,,,,
EC050,7713,"ST LAURENT / OC TRANSPO",,  45.413021, -75.631218,,,,,,
EC060,8894,"ST LAURENT / SHORE",,  45.412994, -75.630936,,,,,,
EC070,5896,"ST LAURENT / BELFAST",,  45.411369, -75.630295,,,,,,
EC080,8539,"ST LAURENT / BELFAST",,  45.411457, -75.630043,,,,,,
EC090,1988,"ST LAURENT / INNES",,  45.407280, -75.627663,,,,,,
EC100,8986,"ST LAURENT / INDUSTRIAL",,  45.406109, -75.627335,,,,,,
EC120,1507,"ST LAURENT / BOURASSA",,  45.404179, -75.625832,,,,,,
EC130,1218,"ST LAURENT / BOURASSA",,  45.403568, -75.625832,,,,,,
EC140,2524,"ST LAURENT / BOURASSA",,  45.403187, -75.625237,,,,,,
EC150,2525,"ST LAURENT / LANCASTER",,  45.402000, -75.624504,,,,,,
EC200,1913,"TRIOLE / TREMBLAY",,  45.418396, -75.632530,,,,,,
EC210,1002,"TREMBLAY / ST LAURENT",,  45.417957, -75.632866,,,,,,
EC220,2530,"MICHAEL / PARISIEN",,  45.418568, -75.630341,,,,,,
EC230,2526,"MICHAEL / PARISIEN",,  45.418682, -75.630157,,,,,,
EC240,2531,"MICHAEL / KENASTON",,  45.416912, -75.629433,,,,,,
EC250,2527,"MICHAEL / KENASTON",,  45.416470, -75.628983,,,,,,
EC260,2532,"MICHAEL / AD. 1480",,  45.414474, -75.628036,,,,,,
EC265,1003,"MICHAEL / BELFAST",,  45.412350, -75.626846,,,,,,
EC270,2528,"MICHAEL / AD. 1481",,  45.414951, -75.628082,,,,,,
EC275,2529,"MICHAEL / BELFAST",,  45.412567, -75.626869,,,,,,
EC280,8534,"MICHAEL / NEWMARKET",,  45.410236, -75.625717,,,,,,
EC290,1516,"MICHAEL / NEWMARKET",,  45.410217, -75.625473,,,,,,
EC300,2533,"NEWMARKET / LIVERPOOL",,  45.409409, -75.623489,,,,,,
EC305,2534,"NEWMARKET / BANTREE",,  45.410503, -75.620895,,,,,,
EC310,2535,"NEWMARKET / LIVERPOOL",,  45.409622, -75.623390,,,,,,
EC315,2536,"NEWMARKET / BANTREE",,  45.410683, -75.620789,,,,,,
EC320,8901,"INNES / ST LAURENT",,  45.406788, -75.626793,,,,,,
EC330,8530,"INNES / BANTREE",,  45.410076, -75.620224,,,,,,
EC340,7854,"INNES / BANTREE",,  45.410213, -75.619125,,,,,,
EC350,7855,"INNES / STAR TOP",,  45.412399, -75.614502,,,,,,
EC360,8670,"STAR TOP / INNES",,  45.413235, -75.614326,,,,,,
EC365,0417,"STAR TOP /INNES",,  45.413181, -75.614517,,,,,,
EC370,8624,"STAR TOP / AD. 1540",,  45.415394, -75.615723,,,,,,
EC380,7856,"STAR TOP / AD. 1541",,  45.415115, -75.615326,,,,,,
EC390,7860,"STAR TOP / ALGOMA",,  45.417782, -75.617012,,,,,,
EC400,7857,"STAR TOP / ALGOMA",,  45.417862, -75.616806,,,,,,
EC410,1337,"STAR TOP / CYRVILLE",,  45.419415, -75.617729,,,,,,
EC415,7858,"STAR TOP / CYRVILLE",,  45.419182, -75.617767,,,,,,
EC420,2537,"CYRVILLE / STAR TOP",,  45.419861, -75.616928,,,,,,
EC430,2538,"CYRVILLE / STAR TOP",,  45.420040, -75.617058,,,,,,
EC495,2462,"CYRVILLE / JOSEPH CYR",,  45.424442, -75.634888,,,,,,
EC520,7714,"MICHAEL / CYRVILLE",,  45.423618, -75.633102,,,,,,
EC530,8537,"MICHAEL / CYRVILLE",,  45.423500, -75.632797,,,,,,
EC540,8516,"MICHAEL / LABELLE",,  45.421387, -75.631897,,,,,,
EC550,7859,"MICHAEL / LABELLE",,  45.421566, -75.631767,,,,,,
EC900,3026,"CYRVILLE 2A",,  45.422749, -75.626495,,,,,,
EC901,3026,"CYRVILLE OFF STOP",,  45.422794, -75.626457,,,,,,
EC910,3026,"CYRVILLE 1A",,  45.422104, -75.626770,,,,,,
ED030,8310,"INNES / INNES BYPASS",,  45.425159, -75.581337,,,,,,
ED040,8308,"INNES / INNES BYPASS",,  45.424904, -75.581108,,,,,,
ED050,2518,"INNES / ANDERSON",,  45.422890, -75.586838,,,,,,
ED070,8831,"INNES / BLAIR",,  45.419346, -75.595078,,,,,,
ED080,8311,"INNES / BLAIR",,  45.419186, -75.596275,,,,,,
ED100,2519,"INNES / STONEHENGE",,  45.418133, -75.598839,,,,,,
ED110,8309,"INNES / STONEHENGE",,  45.418190, -75.597992,,,,,,
ED120,8312,"INNES / STONEHENGE",,  45.417553, -75.600288,,,,,,
ED130,2520,"INNES / STONEHENGE",,  45.417160, -75.600632,,,,,,
ED140,8369,"CYRVILLE / MAXIME",,  45.417110, -75.603607,,,,,,
ED142,1510,"CYRVILLE / INNES",,  45.416965, -75.603622,,,,,,
ED150,1370,"INNES / CYRVILLE",,  45.416531, -75.601944,,,,,,
ED160,8509,"CYRVILLE / MAXIME",,  45.417198, -75.605858,,,,,,
ED165,2521,"CYRVILLE / MEADOWBROOK",,  45.417740, -75.607994,,,,,,
ED170,8672,"CYRVILLE / MAXIME",,  45.417076, -75.605949,,,,,,
ED175,2523,"CYRVILLE / MEADOWBROOK",,  45.417503, -75.607651,,,,,,
ED180,2522,"CYRVILLE / HOME DEPOT",,  45.418358, -75.610336,,,,,,
ED190,8671,"CYRVILLE / HOME DEPOT",,  45.418076, -75.609894,,,,,,
ED210,8500,"MAXIME / CYRVILLE",,  45.417400, -75.605072,,,,,,
ED220,5731,"MAXIME / RIDGEBROOK",,  45.421196, -75.607033,,,,,,
ED240,7690,"RIDGEBROOK / MEADOWBROOK",,  45.420792, -75.609314,,,,,,
ED270,5732,"MEADOWBROOK / EASTCLIFFE",,  45.422985, -75.611603,,,,,,
ED290,6347,"MEADOWBROOK / BORTOLOTTI",,  45.424194, -75.610611,,,,,,
ED300,6348,"MEADOWBROOK / MAXIME",,  45.424580, -75.609306,,,,,,
ED360,8501,"MEADOWBROOK / AURELE",,  45.425041, -75.607521,,,,,,
ED390,8987,"MEADOWBROOK / STONERIDGE",,  45.425648, -75.605545,,,,,,
ED400,8502,"APPLETON / MEADOWBROOK",,  45.426090, -75.603569,,,,,,
ED410,2022,"MEADOWBROOK / BLAIR",,  45.427113, -75.600700,,,,,,
ED415,2023,"MEADOWBROOK / APPLETON",,  45.426567, -75.603485,,,,,,
ED430,7696,"BEAVERPOND / HALLMARK",,  45.423237, -75.601402,,,,,,
ED451,7697,"BLAIR / INNES",,  45.419964, -75.595871,,,,,,
ED452,7698,"BLAIR / INNES",,  45.420967, -75.596367,,,,,,
ED454,8514,"BLAIR / INNES",,  45.421085, -75.596695,,,,,,
ED456,7699,"BLAIR / BEAVERPOND",,  45.423000, -75.597588,,,,,,
ED458,7700,"BLAIR / BEAVERPOND",,  45.422749, -75.597656,,,,,,
ED460,8504,"BLAIR / BALLARD",,  45.425373, -75.599167,,,,,,
ED470,8989,"BLAIR / AD. 1471",,  45.425507, -75.598976,,,,,,
ED480,7701,"BLAIR  / MEADOWBROOK",,  45.426792, -75.600197,,,,,,
ED491,1226,"BLAIR / MEADOWBROOK",,  45.427551, -75.600594,,,,,,
EE010,0989,"HÔPITAL MONTFORT HOSPITAL",,  45.445118, -75.639351,,,,,,
EE020,8603,"MONTRÉAL / HÔPITAL MONTFORT HOSPITAL",,  45.444252, -75.637924,,,,,,
EE030,1511,"MONTRÉAL / HÔPITAL MONTFORT HOSPITAL",,  45.444054, -75.637810,,,,,,
EE045,8738,"MONTREAL / LANGS",,  45.444839, -75.635727,,,,,,
EE050,1565,"MONTREAL / DEN HAAG",,  45.444660, -75.635666,,,,,,
EE060,4409,"MONTREAL / CODDS",,  45.446167, -75.631691,,,,,,
EE070,8634,"MONTRÉAL / CARSON",,  45.446022, -75.631378,,,,,,
EE080,8635,"MONTREAL / FOXVIEW",,  45.446655, -75.629707,,,,,,
EE091,6925,"MONTRÉAL / HOCHELAGA",,  45.446823, -75.628181,,,,,,
EE100,4412,"MONTRÉAL / BATHGATE",,  45.447392, -75.625969,,,,,,
EE110,4411,"MONTRÉAL / BATHGATE",,  45.447086, -75.624672,,,,,,
EE112,0832,"MONTRÉAL / NRC",,  45.446560, -75.618469,,,,,,
EE115,8636,"MONTRÉAL / NRC",,  45.446785, -75.618378,,,,,,
EE120,8640,"MONTRÉAL / BLAIR",,  45.446648, -75.615952,,,,,,
EE280,8637,"CARSON / MONTRÉAL",,  45.445713, -75.630959,,,,,,
EE300,4424,"CARSON / BERMUDA",,  45.443939, -75.629875,,,,,,
EE305,0467,"DEN HAAG / MONTREAL",,  45.444092, -75.635498,,,,,,
EE315,0468,"DEN HAAG / CARWOOD",,  45.442253, -75.634232,,,,,,
EE320,4425,"CARSON / CHARLESWOOD",,  45.442856, -75.629211,,,,,,
EE325,0469,"DEN HAAG / BOREALIS",,  45.440899, -75.633369,,,,,,
EE335,0470,"DEN HAAG / MERGANSER",,  45.439640, -75.632217,,,,,,
EE345,0471,"DEN HAAG / CARSON",,  45.441032, -75.627525,,,,,,
EE350,4426,"DEN HAAG / CITÉ COLLÉGIAL",,  45.440887, -75.627457,,,,,,
EE355,0472,"DEN HAAG / MERGANSER",,  45.439594, -75.631294,,,,,,
EE360,3583,"DEN HAAG / PARC BATHGATE PARK",,  45.441296, -75.625526,,,,,,
EE365,0473,"DEN HAAG / BOREALIS",,  45.440826, -75.633575,,,,,,
EE370,1582,"DEN HAAG / PARC BATHGATE PARK",,  45.441223, -75.625183,,,,,,
EE375,0474,"DEN HAAG / CARWOOD",,  45.442184, -75.634438,,,,,,
EE380,4429,"DEN HAAG / BATHGATE",,  45.441814, -75.623543,,,,,,
EE385,0475,"DEN HAAG / MONTREAL",,  45.444103, -75.635750,,,,,,
EE390,8631,"BATHGATE / DEN HAAG",,  45.441429, -75.622856,,,,,,
EE400,4430,"BATHGATE / PLUMBER",,  45.440075, -75.622047,,,,,,
EE410,8632,"BATHGATE / PLUMBER",,  45.440235, -75.621941,,,,,,
EE440,8828,"BATHGATE / MATHESON",,  45.436649, -75.620064,,,,,,
EE450,8826,"BATHGATE / MATHESON",,  45.436565, -75.619759,,,,,,
EE460,4431,"BATHGATE / RAINBOW",,  45.434967, -75.619057,,,,,,
EE470,4432,"BATHGATE / RAINBOW",,  45.434875, -75.618767,,,,,,
EE480,4433,"BATHGATE / OGILVIE",,  45.432213, -75.618042,,,,,,
EE490,8525,"PLUMBER / CLOSSE",,  45.438869, -75.624710,,,,,,
EE500,8523,"PLUMBER / CLOSSE",,  45.438656, -75.624931,,,,,,
EE510,4436,"CHARLTON / PLUMBER",,  45.437469, -75.627495,,,,,,
EE520,4434,"CHARLTON / PLUMBER",,  45.437263, -75.627586,,,,,,
EE530,4435,"CHARLTON / ALLOWAY",,  45.436684, -75.627106,,,,,,
EE540,4437,"CHARLTON / ALLOWAY",,  45.436619, -75.626801,,,,,,
EE550,8526,"CHARLTON / MATHESON",,  45.434841, -75.625946,,,,,,
EE555,3316,"CHARLTON / MATHESON",,  45.434872, -75.625565,,,,,,
EE570,4439,"MATHESON / ALBORO",,  45.435593, -75.623329,,,,,,
EE580,8522,"MATHESON / ALBORO",,  45.435837, -75.623222,,,,,,
EE590,1400,"MATHESON / BATHGATE",,  45.436825, -75.620667,,,,,,
EE635,8419,"OGILVIE / AVIATION",,  45.428337, -75.626442,,,,,,
EE640,4440,"OGILVIE / PALMERSTON",,  45.429256, -75.624130,,,,,,
EE645,8521,"OGILVIE / AVIATION",,  45.428085, -75.626282,,,,,,
EE650,4442,"OGILVIE / PALMERSTON",,  45.429390, -75.623146,,,,,,
EE660,4441,"OGILVIE / CADBORO",,  45.430458, -75.621170,,,,,,
EE670,4443,"OGILVIE / CADBORO",,  45.430626, -75.620071,,,,,,
EE680,1980,"OGILVIE / BATHGATE",,  45.431622, -75.618294,,,,,,
EE690,8513,"OGILVIE / CITY PARK",,  45.431820, -75.617256,,,,,,
EE695,4444,"OGILVIE / AD. 1820",,  45.432545, -75.615463,,,,,,
EE698,8661,"OGILVIE / AD. 1820",,  45.432232, -75.616837,,,,,,
EE700,4445,"OGILVIE / CITY PARK",,  45.433548, -75.613556,,,,,,
EE705,1927,"CITY PARK / OGILVIE",,  45.433353, -75.613129,,,,,,
EE710,4446,"CITY PARK / OGILVIE",,  45.433327, -75.612869,,,,,,
EE725,1841,"CITY PARK /  AD. 2280",,  45.430813, -75.612518,,,,,,
EE728,4447,"CITY PARK / HARPER",,  45.429066, -75.614677,,,,,,
EE730,1778,"CITY PARK /  AD. 2280",,  45.431007, -75.612030,,,,,,
